symbol,name,country
DUK,Duke Energy Corporation (Holding Company) Common Stock,United States
DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078,United States
DUOL,Duolingo Inc. Class A Common Stock,United States
DUOT,Duos Technologies Group Inc. Common Stock,United States
DV,DoubleVerify Holdings Inc. Common Stock,United States
DVA,DaVita Inc. Common Stock,United States
DVAX,Dynavax Technologies Corporation Common Stock,United States
DVLT,Datavault AI Inc. Common Stock,United States
DVN,Devon Energy Corporation Common Stock,United States
DWSN,Dawson Geophysical Company Common Stock,United States
DWTX,Dogwood Therapeutics Inc. Common Stock,United States
DX,Dynex Capital Inc. Common Stock,United States
DXC,DXC Technology Company Common Stock ,United States
DXCM,DexCom Inc. Common Stock,United States
DXLG,Destination XL Group Inc. Common Stock,United States
DXPE,DXP Enterprises Inc. Common Stock,United States
DXR,Daxor Corporation Common Stock,United States
DY,Dycom Industries Inc. Common Stock,United States
DYAI,Dyadic International Inc. Common Stock,United States
DYN,Dyne Therapeutics Inc. Common Stock,United States
DYNX,Dynamix Corporation Class A Ordinary Shares,United States
DYNXU,Dynamix Corporation Unit,United States
DYNXW,Dynamix Corporation Warrant,United States
EA,Electronic Arts Inc. Common Stock,United States
EAD,Allspring Income Opportunities Fund Common Shares,United States
EAF,GrafTech International Ltd. Common Stock,United States
EAI,Entergy Arkansas LLC First Mortgage Bonds 4.875% Series Due September 1 2066,United States
EARN,Ellington Credit Company Common Shares of Beneficial Interest,United States
EAT,Brinker International Inc. Common Stock,United States
EB,Eventbrite Inc. Class A Common Stock,United States
EBAY,eBay Inc. Common Stock,United States
EBC,Eastern Bankshares Inc. Common Stock,United States
EBF,Ennis Inc. Common Stock,United States
EBMT,Eagle Bancorp Montana Inc. Common Stock,United States
EBS,Emergent BioSolutions Inc. Common Stock,United States
EBTC,Enterprise Bancorp Inc Common Stock,United States
ECAT,BlackRock ESG Capital Allocation Term Trust Common Shares of Beneficial Interest,United States
ECBK,ECB Bancorp Inc. Common Stock,United States
ECC           ,Eagle Point Credit Company Inc. Common Stock,United States
ECCU,Eagle Point Credit Company Inc. 7.75% Notes due 2030,United States
ECCV,Eagle Point Credit Company Inc. 5.375% Notes due 2029,United States
ECCW,Eagle Point Credit Company Inc. 6.75% Notes due 2031,United States
ECCX,Eagle Point Credit Company Inc. 6.6875% Notes due 2028,United States
ECDA,ECD Automotive Design Inc. Common Stock,United States
ECDAW,ECD Automotive Design Inc. Warrant ,United States
ECF,Ellsworth Growth and Income Fund Ltd.,United States
ECG,Everus Construction Group Inc. Common Stock,United States
ECL,Ecolab Inc. Common Stock,United States
ECOR,electroCore Inc. Common Stock,United States
ECPG,Encore Capital Group Inc Common Stock,United States
ECVT,Ecovyst Inc. Common Stock,United States
ED,Consolidated Edison Inc. Common Stock,United States
EDBL,Edible Garden AG Incorporated Common Stock,United States
EDBLW,Edible Garden AG Incorporated Warrant,United States
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Common Stock,United States
EDF,Virtus Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,United States
EDIT,Editas Medicine Inc. Common Stock,United States
EDR,Endeavor Group Holdings Inc. Class A Common Stock,United States
EDSA,Edesa Biotech Inc. Common Shares,United States
EDUC,Educational Development Corporation Common Stock,United States
EE,Excelerate Energy Inc. Class A Common Stock,United States
EEA,The European Equity Fund Inc. Common Stock,United States
EEFT,Euronet Worldwide Inc. Common Stock,United States
EEIQ,EpicQuest Education Group International Limited Common Stock,United States
EEX,Emerald Holding Inc. Common Stock,United States
EFC,Ellington Financial Inc. Common Stock ,United States
EFOI,Energy Focus Inc. Common Stock,United States
EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,United States
EFSC,Enterprise Financial Services Corporation Common Stock,United States
EFSI,Eagle Financial Services Inc Common Stock,United States
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,United States
EFX,Equifax Inc. Common Stock,United States
EGAN,eGain Corporation Common Stock,United States
EGBN,Eagle Bancorp Inc. Common Stock,United States
EGF,Blackrock Enhanced Government Fund Inc. Common Stock,United States
EGHT,8x8 Inc Common Stock,United States
EGY,VAALCO Energy Inc.  Common Stock,United States
EHAB,Enhabit Inc. Common Stock,United States
EHC,Encompass Health Corporation Common Stock,United States
EHI,Western Asset Global High Income Fund Inc Common Stock,United States
EHTH,eHealth Inc. Common Stock,United States
EIG,Employers Holdings Inc Common Stock,United States
EIM,Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,United States
EIX,Edison International Common Stock,United States
EKSO,Ekso Bionics Holdings Inc. Common Stock,United States
EL,Estee Lauder Companies Inc. (The) Common Stock,United States
ELA,Envela Corporation Common Stock,United States
ELAB,PMGC Holdings Inc. Common Stock,United States
ELAN,Elanco Animal Health Incorporated Common Stock,United States
ELC,Entergy Louisiana Inc. Collateral Trust Mortgage Bonds 4.875 % Series due September 1 2066,United States
ELDN,Eledon Pharmaceuticals Inc. Common Stock,United States
ELEV,Elevation Oncology Inc. Common stock,United States
ELF,e.l.f. Beauty Inc. Common Stock,United States
ELMD,Electromed Inc. Common Stock,United States
ELME,Elme Communities Common Stock,United States
ELS,Equity Lifestyle Properties Inc. Common Stock,United States
ELSE,Electro-Sensors Inc. Common Stock,United States
ELTX,Elicio Therapeutics Inc. Common Stock,United States
ELUT,Elutia Inc. Class A Common Stock,United States
ELV,Elevance Health Inc. Common Stock,United States
ELVN,Enliven Therapeutics Inc. Common Stock,United States
EMBC,Embecta Corp. Common Stock,United States
EMCG,Embrace Change Acquisition Corp Ordinary Shares,United States
EMCGR,Embrace Change Acquisition Corp Rights,United States
EMCGW,Embrace Change Acquisition Corp Warrants,United States
EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock,United States
EME,EMCOR Group Inc. Common Stock,United States
EMF,Templeton Emerging Markets Fund Common Stock,United States
EML,Eastern Company (The) Common Stock,United States
EMN,Eastman Chemical Company Common Stock,United States
EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,United States
EMP,Entergy Mississippi LLC First Mortgage Bonds 4.90% Series Due October 1 2066,United States
EMR,Emerson Electric Company Common Stock,United States
ENFN,Enfusion Inc. Class A Common Stock,United States
ENJ,Entergy New Orleans LLC First Mortgage Bonds 5.0% Series due December 1 2052,United States
ENO,Entergy New Orleans LLC First Mortgage Bonds 5.50% Series due April 1 2066,United States
ENOV,Enovis Corporation Common Stock,United States
ENPH,Enphase Energy Inc. Common Stock,United States
ENR,Energizer Holdings Inc. Common Stock,United States
ENS,EnerSys Common Stock,United States
ENSC,Ensysce Biosciences Inc. Common Stock,United States
ENSG,The Ensign Group Inc. Common Stock,United States
ENTA,Enanta Pharmaceuticals Inc. Common Stock,United States
ENTG,Entegris Inc. Common Stock,United States
ENTO,Entero Therapeutics Inc. Common Stock,United States
ENVA,Enova International Inc. Common Stock,United States
ENVB,Enveric Biosciences Inc. Common Stock,United States
ENVX,Enovix Corporation Common Stock,United States
ENX,Eaton Vance New York Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,United States
ENZ,Enzo Biochem Inc. Common Stock ($0.01 Par Value),United States
EOD,Allspring Global Dividend Opportunity Fund Common Shares of Beneficial Interest,United States
EOG,EOG Resources Inc. Common Stock,United States
EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,United States
EOLS,Evolus Inc. Common Stock,United States
EOSE,Eos Energy Enterprises Inc. Class A Common Stock,United States
EOSEW,Eos Energy Enterprises Inc. Warrant,United States
EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,United States
EP,Empire Petroleum Corporation Common Stock,United States
EPAC,Enerpac Tool Group Corp. Common Stock,United States
EPAM,EPAM Systems Inc. Common Stock,United States
EPC,Edgewell Personal Care Company Common Stock,United States
EPD,Enterprise Products Partners L.P. Common Stock,United States
EPM,Evolution Petroleum Corporation Inc. Common Stock,United States
EPR,EPR Properties Common Stock,United States
EPRT,Essential Properties Realty Trust Inc. Common Stock,United States
EPSN,Epsilon Energy Ltd. Common Share,United States
EQ,Equillium Inc. Common Stock,United States
EQBK,Equity Bancshares Inc. Class A Common Stock,United States
EQC,Equity Commonwealth Common Shares of Beneficial Interest,United States
EQH,Equitable Holdings Inc. Common Stock,United States
EQIX,Equinix Inc. Common Stock REIT,United States
EQR,Equity Residential Common Shares of Beneficial Interest,United States
EQS,Equus Total Return Inc. Common Stock,United States
EQT,EQT Corporation Common Stock,United States
ERAS,Erasca Inc. Common Stock,United States
ERC,Allspring Multi-Sector Income Fund Common Stock,United States
ERIE,Erie Indemnity Company Class A Common Stock,United States
ERII,Energy Recovery Inc. Common Stock,United States
ERNA,Eterna Therapeutics Inc. Common Stock,United States
ES,Eversource Energy (D/B/A) Common Stock,United States
ESAB,ESAB Corporation Common Stock,United States
ESCA,Escalade Incorporated Common Stock,United States
ESE,ESCO Technologies Inc. Common Stock,United States
ESHAR,ESH Acquisition Corp. Right,United States
ESI,Element Solutions Inc. Common Stock,United States
ESLA,Estrella Immunopharma Inc. Common Stock,United States
ESLAW,Estrella Immunopharma Inc. Warrant,United States
ESOA,Energy Services of America Corporation Common Stock,United States
ESP,Espey Mfg. & Electronics Corp. Common Stock,United States
ESPR,Esperion Therapeutics Inc. Common Stock,United States
ESQ,Esquire Financial Holdings Inc. Common Stock,United States
ESRT,Empire State Realty Trust Inc. Class A Common Stock,United States
ESS,Essex Property Trust Inc. Common Stock,United States
ESSA,ESSA Bancorp Inc. Common Stock,United States
ESTC,Elastic N.V. Ordinary Shares,United States
ET,Energy Transfer LP Common Units ,United States
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,United States
ETD,Ethan Allen Interiors Inc. Common Stock,United States
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,United States
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,United States
ETNB,89bio Inc. Common Stock,United States
ETO,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,United States
ETON,Eton Pharmaceuticals Inc. Common Stock,United States
ETR,Entergy Corporation Common Stock,United States
ETSY,Etsy Inc. Common Stock,United States
ETV,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,United States
ETW,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,United States
ETWO,E2open Parent Holdings Inc.Class A Common Stock,United States
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,United States
EU,enCore Energy Corp. Common Shares,United States
EURK,Eureka Acquisition Corp Class A Ordinary Share,United States
EURKR,Eureka Acquisition Corp Right,United States
EURKU,Eureka Acquisition Corp Unit,United States
EVBN,Evans Bancorp Inc. Common Stock,United States
EVC,Entravision Communications Corporation Common Stock,United States
EVCM,EverCommerce Inc. Common Stock,United States
EVER,EverQuote Inc. Class A Common Stock,United States
EVF,Eaton Vance Senior Income Trust Common Stock,United States
EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,United States
EVGO,EVgo Inc. Class A Common Stock,United States
EVGOW,EVgo Inc. Warrants,United States
EVH,Evolent Health Inc Class A Common Stock,United States
EVI,EVI Industries Inc.  Common Stock,United States
EVLV,Evolv Technologies Holdings Inc. Class A Common Stock,United States
EVLVW,Evolv Technologies Holdings Inc. Warrant,United States
EVM,Eaton Vance California Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,United States
EVN,Eaton Vance Municipal Income Trust Common Stock,United States
EVOK,Evoke Pharma Inc. Common Stock,United States
EVR,Evercore Inc. Class A Common Stock,United States
EVRG,Evergy Inc. Common Stock,United States
EVRI,Everi Holdings Inc. Common Stock,United States
EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,United States
EVTV,Envirotech Vehicles Inc. Common Stock,United States
EVV,Eaton Vance Limited Duration Income Fund Common Shares of Beneficial Interest,United States
EW,Edwards Lifesciences Corporation Common Stock,United States
EWBC,East West Bancorp Inc. Common Stock,United States
EWCZ,European Wax Center Inc. Class A Common Stock,United States
EWTX,Edgewise Therapeutics Inc. Common Stock,United States
EXAS,Exact Sciences Corporation Common Stock,United States
EXC,Exelon Corporation Common Stock,United States
EXE,Expand Energy Corporation Common Stock,United States
EXEEL,Expand Energy Corporation Class C Warrants,United States
EXEEW,Expand Energy Corporation Class A Warrants,United States
EXEEZ,Expand Energy Corporation Class B Warrants,United States
EXEL,Exelixis Inc. Common Stock,United States
EXFY,Expensify Inc. Class A Common Stock,United States
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,United States
EXLS,ExlService Holdings Inc. Common Stock,United States
EXOZ,eXoZymes Inc. Common Stock,United States
EXP,Eagle Materials Inc Common Stock,United States
EXPD,Expeditors International of Washington Inc. Common Stock,United States
EXPE,Expedia Group Inc. Common Stock,United States
EXPI,eXp World Holdings Inc. Common Stock,United States
EXPO,Exponent Inc. Common Stock,United States
EXR,Extra Space Storage Inc Common Stock,United States
EXTR,Extreme Networks Inc. Common Stock,United States
EYE,National Vision Holdings Inc. Common Stock,United States
EYEN,Eyenovia Inc. Common Stock,United States
EYPT,EyePoint Pharmaceuticals Inc. Common Stock,United States
EZPW,EZCORP Inc. Class A Non Voting Common Stock,United States
F,Ford Motor Company Common Stock,United States
FA,First Advantage Corporation Common Stock,United States
FAAS,DigiAsia Corp. Ordinary Shares,United States
FAASW,DigiAsia Corp. Warrant,United States
FACT,FACT II Acquisition Corp. Class A Ordinary Shares,United States
FAF,First American Corporation (New) Common Stock,United States
FANG,Diamondback Energy Inc. Common Stock,United States
FARM,Farmer Brothers Company Common Stock,United States
FARO,FARO Technologies Inc. Common Stock,United States
FAST,Fastenal Company Common Stock,United States
FAT,FAT Brands Inc. Class A Common Stock,United States
FATBB,FAT Brands Inc. Class B Common Stock,United States
FATBW,FAT Brands Inc. Warrant,United States
FATE,Fate Therapeutics Inc. Common Stock,United States
FAX,abrdn Asia-Pacific Income Fund Inc. Common Stock,United States
FBIN,Fortune Brands Innovations Inc. Common Stock,United States
FBIO,Fortress Biotech Inc. Common Stock,United States
FBIZ,First Business Financial Services Inc. Common Stock,United States
FBK,FB Financial Corporation Common Stock,United States
FBLA,FB Bancorp Inc. Common Stock,United States
FBLG,FibroBiologics Inc. Common Stock,United States
FBMS,First Bancshares Inc.,United States
FBNC,First Bancorp Common Stock,United States
FBRT,Franklin BSP Realty Trust Inc. Common Stock,United States
FBRX,Forte Biosciences Inc. Common Stock,United States
FBYD,Falcon's Beyond Global Inc. Class A Common Stock,United States
FBYDW,Falcon's Beyond Global Inc. Warrants,United States
FC,Franklin Covey Company Common Stock,United States
FCAP,First Capital Inc. Common Stock,United States
FCBC,First Community Bankshares Inc. (VA) Common Stock,United States
FCCO,First Community Corporation Common Stock,United States
FCEL,FuelCell Energy Inc. Common Stock,United States
FCF,First Commonwealth Financial Corporation Common Stock,United States
FCFS,FirstCash Holdings Inc. Common Stock,United States
FCN,FTI Consulting Inc. Common Stock,United States
FCNCA,First Citizens BancShares Inc. Class A Common Stock,United States
FCNCP,First Citizens BancShares Inc. Depositary Shares,United States
FCO,abrdn Global Income Fund Inc. Common Stock,United States
FCPT,Four Corners Property Trust Inc. Common Stock,United States
FCRX,Crescent Capital BDC Inc. 5.00% Notes due 2026,United States
FCT,First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest,United States
FCUV,Focus Universal Inc. Common Stock,United States
FCX,Freeport-McMoRan Inc. Common Stock,United States
FDBC,Fidelity D & D Bancorp Inc. Common Stock,United States
FDMT,4D Molecular Therapeutics Inc. Common Stock,United States
FDS,FactSet Research Systems Inc. Common Stock,United States
FDSB,Fifth District Bancorp Inc. Common Stock,United States
FDUS,Fidus Investment Corporation Common Stock,United States
FDX,FedEx Corporation Common Stock,United States
FE,FirstEnergy Corp. Common Stock,United States
FEAM,5E Advanced Materials Inc. Common Stock,United States
FEIM,Frequency Electronics Inc. Common Stock,United States
FELE,Franklin Electric Co. Inc. Common Stock,United States
FEMY,Femasys Inc. Common Stock,United States
FENC,Fennec Pharmaceuticals Inc. Common Stock,United States
FET,Forum Energy Technologies Inc. Common Stock,United States
FF,FutureFuel Corp.  Common shares,United States
FFA,First Trust Enhanced Equity Income Fund,United States
FFBC,First Financial Bancorp. Common Stock,United States
FFIC,Flushing Financial Corporation Common Stock,United States
FFIE,Faraday Future Intelligent Electric Inc. Class A Common Stock,United States
FFIEW,Faraday Future Intelligent Electric Inc. Warrant,United States
FFIN,First Financial Bankshares Inc. Common Stock,United States
FFIV,F5 Inc. Common Stock,United States
FFNW,First Financial Northwest Inc. Common Stock,United States
FFWM,First Foundation Inc. Common Stock,United States
FG,F&G Annuities & Life Inc. Common Stock,United States
FGB,First Trust Specialty Finance and Financial Opportunities Fund,United States
FGBI,First Guaranty Bancshares Inc. Common Stock,United States
FGEN,FibroGen Inc Common Stock,United States
FGF,Fundamental Global Inc. Common Stock ,United States
FGI,FGI Industries Ltd. Ordinary Shares,United States
FGIWW,FGI Industries Ltd. Warrant,United States
FGMC,FG Merger II Corp. Common stock,United States
FGMCR,FG Merger II Corp. Rights,United States
FGMCU,FG Merger II Corp. Unit,United States
FGN,F&G Annuities & Life Inc. 7.950% Senior Notes due 2053,United States
FGSN,F&G Annuities & Life Inc. 7.300% Junior Subordinated Notes due 2065,United States
FHB,First Hawaiian Inc. Common Stock,United States
FHI,Federated Hermes Inc. Common Stock,United States
FHN,First Horizon Corporation Common Stock,United States
FHTX,Foghorn Therapeutics Inc. Common Stock,United States
FI,Fiserv Inc. Common Stock,United States
FIBK,First Interstate BancSystem Inc. Common Stock (DE),United States
FICO,Fair Isaac Corporation Common Stock,United States
FIGS,FIGS Inc. Class A Common Stock,United States
FINV,FinVolution Group American Depositary Shares,United States
FINW,FinWise Bancorp Common Stock,United States
FIP,FTAI Infrastructure Inc. Common Stock ,United States
FIS,Fidelity National Information Services Inc. Common Stock,United States
FISI,Financial Institutions Inc. Common Stock,United States
FITB,Fifth Third Bancorp Common Stock,United States
FITBI,Fifth Third Bancorp Depositary Shares,United States
FIVE,Five Below Inc. Common Stock,United States
FIVN,Five9 Inc. Common Stock,United States
FIX,Comfort Systems USA Inc. Common Stock,United States
FIZZ,National Beverage Corp. Common Stock,United States
FKWL,Franklin Wireless Corp. Common Stock,United States
FL,Foot Locker Inc.,United States
FLC,Flaherty & Crumrine Total Return Fund Inc Common Stock,United States
FLD,Fold Holdings Inc. Class A Common Stock,United States
FLDDW,Fold Holdings Inc. Warrant,United States
FLG,Flagstar Financial Inc. Common Stock,United States
FLGT,Fulgent Genetics Inc. Common Stock,United States
FLIC,First of Long Island Corporation (The) Common Stock,United States
FLL,Full House Resorts Inc. Common Stock,United States
FLNC,Fluence Energy Inc. Class A Common Stock,United States
FLNT,Fluent Inc. Common Stock,United States
FLO,Flowers Foods Inc. Common Stock,United States
FLR,Fluor Corporation Common Stock,United States
FLS,Flowserve Corporation Common Stock,United States
FLUX,Flux Power Holdings Inc. Common Stock,United States
FLWS,1-800-FLOWERS.COM Inc. Common Stock,United States
FLXS,Flexsteel Industries Inc. Common Stock,United States
FLYE,Fly-E Group Inc. Common Stock,United States
FLYW,Flywire Corporation Voting Common Stock,United States
FMAO,Farmers & Merchants Bancorp Inc. Common Stock,United States
FMBH,First Mid Bancshares Inc. Common Stock,United States
FMC,FMC Corporation Common Stock,United States
FMN,Federated Hermes Premier Municipal Income Fund,United States
FMNB,Farmers National Banc Corp. Common Stock,United States
FMY,First Trust Motgage Income Fund Common Shares of Beneficial Interest,United States
FNA,Paragon 28 Inc. Common Stock,United States
FNB,F.N.B. Corporation Common Stock,United States
FND,Floor & Decor Holdings Inc. Common Stock,United States
FNF,FNF Group of Fidelity National Financial Inc. Common Stock,United States
FNGR,FingerMotion Inc. Common Stock,United States
FNKO,Funko Inc. Class A Common Stock,United States
FNLC,First Bancorp Inc  (ME) Common Stock,United States
FNWB,First Northwest Bancorp Common Stock,United States
FNWD,Finward Bancorp Common Stock,United States
FOA,Finance of America Companies Inc. Class A Common Stock,United States
FOF,Cohen & Steers Closed-End Opportunity Fund Inc. Common Stock,United States
FOLD,Amicus Therapeutics Inc. Common Stock,United States
FONR,Fonar Corporation Common Stock,United States
FOR,Forestar Group Inc Common Stock ,United States
FORA,Forian Inc. Common Stock,United States
FORD,Forward Industries Inc. Common Stock,United States
FORL,Four Leaf Acquisition Corporation Class A Common Stock,United States
FORM,FormFactor Inc. FormFactor Inc. Common Stock,United States
FORR,Forrester Research Inc. Common Stock,United States
FOSL,Fossil Group Inc. Common Stock,United States
FOSLL,Fossil Group Inc. 7% Senior Notes due 2026,United States
FOUR,Shift4 Payments Inc. Class A Common Stock,United States
FOX,Fox Corporation Class B Common Stock,United States
FOXA,Fox Corporation Class A Common Stock,United States
FOXF,Fox Factory Holding Corp. Common Stock,United States
FOXX,Foxx Development Holdings Inc. Common Stock,United States
FOXXW,Foxx Development Holdings Inc. Warrant,United States
FPAY,FlexShopper Inc. Common Stock,United States
FPH,Five Point Holdings LLC Class A Common Shares,United States
FPI,Farmland Partners Inc. Common Stock,United States
FR,First Industrial Realty Trust Inc. Common Stock,United States
FRA,Blackrock Floating Rate Income Strategies Fund Inc  Common Stock,United States
FRAF,Franklin Financial Services Corporation Common Stock,United States
FRBA,First Bank Common Stock,United States
FRD,Friedman Industries Inc. Common Stock,United States
FRGE,Forge Global Holdings Inc. Common Stock,United States
FRGT,Freight Technologies Inc. Ordinary Shares,United States
FRME,First Merchants Corporation Common Stock,United States
FRMEP,First Merchants Corporation Depository Shares,United States
FROG,JFrog Ltd. Ordinary Shares,United States
FRPH,FRP Holdings Inc. Common Stock,United States
FRPT,Freshpet Inc. Common Stock,United States
FRSH,Freshworks Inc. Class A Common Stock,United States
FRST,Primis Financial Corp. Common Stock,United States
FRT,Federal Realty Investment Trust Common Stock,United States
FSBC,Five Star Bancorp Common Stock,United States
FSBW,FS Bancorp Inc. Common Stock,United States
FSCO,FS Credit Opportunities Corp. Common Stock,United States
FSEA,First Seacoast Bancorp Inc. Common Stock,United States
FSFG,First Savings Financial Group Inc. Common Stock,United States
FSHP,Flag Ship Acquisition Corp. Ordinary Shares,United States
FSHPR,Flag Ship Acquisition Corp. Right,United States
FSK,FS KKR Capital Corp. Common Stock,United States
FSLR,First Solar Inc. Common Stock,United States
FSLY,Fastly Inc. Class A Common Stock,United States
FSP,Franklin Street Properties Corp. Common Stock,United States
FSS,Federal Signal Corporation Common Stock,United States
FSTR,L.B. Foster Company Common Stock,United States
FSUN,FirstSun Capital Bancorp Common Stock,United States
FT,Franklin Universal Trust Common Stock,United States
FTAI,FTAI Aviation Ltd. Common Stock,United States
FTCI,FTC Solar Inc. Common Stock,United States
FTDR,Frontdoor Inc. Common Stock,United States
FTEK,Fuel Tech Inc. Common Stock,United States
FTF,Franklin Limited Duration Income Trust Common Shares of Beneficial Interest,United States
FTHM,Fathom Holdings Inc. Common Stock,United States
FTHY,First Trust High Yield Opportunities 2027 Term Fund Common Stock,United States
FTK,Flotek Industries Inc. Common Stock,United States
FTLF,FitLife Brands Inc. Common Stock,United States
FTNT,Fortinet Inc. Common Stock,United States
FTRE,Fortrea Holdings Inc. Common Stock,United States
FTS,Fortis Inc. Common Shares,United States
FTV,Fortive Corporation Common Stock ,United States
FUBO,fuboTV Inc. Common Stock,United States
FUL,H. B. Fuller Company Common Stock,United States
FULC,Fulcrum Therapeutics Inc. Common Stock,United States
FULT,Fulton Financial Corporation Common Stock,United States
FUN,Six Flags Entertainment Corporation Common Stock New,United States
FUNC,First United Corporation Common Stock,United States
FUND,Sprott Focus Trust Inc. Common Stock,United States
FUSB,First US Bancshares Inc. Common Stock,United States
FVCB,FVCBankcorp Inc. Common Stock,United States
FVR,FrontView REIT Inc. Common Stock,United States
FWONA,Liberty Media Corporation Series A Liberty Formula One Common Stock,United States
FWONK,Liberty Media Corporation Series C Liberty Formula One Common Stock,United States
FWRD,Forward Air Corporation Common Stock,United States
FWRG,First Watch Restaurant Group Inc. Common Stock,United States
FXNC,First National Corporation Common Stock,United States
FYBR,Frontier Communications Parent Inc. Common Stock,United States
GAB,Gabelli Equity Trust Inc. (The) Common Stock,United States
GABC,German American Bancorp Inc. Common Stock,United States
GAIA,Gaia Inc. Class A Common Stock,United States
GAIN,Gladstone Investment Corporation Business Development Company,United States
GAINI,Gladstone Investment Corporation 7.875% Notes due 2030,United States
GAINL,Gladstone Investment Corporation 8.00% Notes due 2028,United States
GAINN,Gladstone Investment Corporation 5.00% Notes Due 2026,United States
GAINZ,Gladstone Investment Corporation 4.875% Notes due 2028,United States
GALT,Galectin Therapeutics Inc. Common Stock,United States
GAM,General American Investors Inc. Common Stock,United States
GAME,GameSquare Holdings Inc. Common Stock,United States
GANX,Gain Therapeutics Inc. Common Stock,United States
GAP,Gap Inc. (The) Common Stock,United States
GATE,Marblegate Acquisition Corp. Class A Common Stock,United States
GATEW,Marblegate Acquisition Corp. Warrant,United States
GATX,GATX Corporation Common Stock,United States
GBAB,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust Common Shares of Beneficial Interest,United States
GBBK,Global Blockchain Acquisition Corp. Common Stock,United States
GBBKR,Global Blockchain Acquisition Corp. Right,United States
GBBKW,Global Blockchain Acquisition Corp. Warrant,United States
GBCI,Glacier Bancorp Inc. Common Stock,United States
GBDC,Golub Capital BDC Inc. Common Stock,United States
GBIO,Generation Bio Co. Common Stock,United States
GBR,New Concept Energy Inc Common Stock,United States
GBTG,Global Business Travel Group Inc. Class A Common Stock,United States
GBX,Greenbrier Companies Inc. (The) Common Stock,United States
GCBC,Greene County Bancorp Inc. Common Stock,United States
GCI,Gannett Co. Inc. Common Stock,United States
GCMG,GCM Grosvenor Inc. Class A Common Stock,United States
GCMGW,GCM Grosvenor Inc. Warrant,United States
GCO,Genesco Inc. Common Stock,United States
GCTK,GlucoTrack Inc. Common Stock,United States
GCTS,GCT Semiconductor Holding Inc. Common Stock,United States
GCV,Gabelli Convertible and Income Securities Fund Inc. (The) Common Stock,United States
GD,General Dynamics Corporation Common Stock,United States
GDDY,GoDaddy Inc. Class A Common Stock,United States
GDEN,Golden Entertainment Inc. Common Stock,United States
GDL,GDL Fund The Common Shares of Beneficial Interest,United States
GDO,Western Asset Global Corporate Opportunity Fund Inc. Common Stock,United States
GDOT,Green Dot Corporation Class A Common Stock $0.001 par value,United States
GDRX,GoodRx Holdings Inc. Class A Common Stock,United States
GDST,Goldenstone Acquisition Limited Common Stock,United States
GDSTR,Goldenstone Acquisition Limited Rights,United States
GDSTW,Goldenstone Acquisition Limited Warrants,United States
GDV,Gabelli Dividend & Income Trust Common Shares of Beneficial Interest,United States
GDYN,Grid Dynamics Holdings Inc. Class A Common Stock,United States
GE,GE Aerospace Common Stock,United States
GECC,Great Elm Capital Corp. Common Stock,United States
GECCH,Great Elm Capital Corp. 8.125% Notes Due 2029,United States
GECCI,Great Elm Capital Corp. 8.50% NOTES DUE 2029,United States
GECCO,Great Elm Capital Corp. 5.875% Notes due 2026,United States
GECCZ,Great Elm Capital Corp. 8.75% Notes due 2028,United States
GEF,Greif Inc. Class A Common Stock,United States
GEG,Great Elm Group Inc. Common Stock,United States
GEGGL,Great Elm Group Inc.  7.25% Notes due 2027,United States
GEHC,GE HealthCare Technologies Inc. Common Stock ,United States
GEL,Genesis Energy L.P. Common Units,United States
GEN,Gen Digital Inc. Common Stock,United States
